Site,Date Time,TempOut,HiTemp,LowTemp,OutHum,DewPt,WindSpeed,WindDir,WindRun,HiSpeed,HiDir,WindChill,HeatIndex,THWIndex,THSWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,HiSolarRad,HeatD-D,CoolD-D,InTemp,InHum,InDew,InHeat,InEMC,InAirDensity,ET,WindSamp,WindTx,ISSRecept,ArcInt,VA
YMCA,2014-10-22 05:00,7,7,6.8,79,3.6,2,NNE,1,7,ENE,7,6.9,6.9,,761.1,0,0,0,0,0,0.236,0,13.8,42,1.1,12.5,8.15,0.0764,0,702,1,100,30,245.743
YMCA,2014-10-22 05:30,7.3,7.3,7,79,3.9,2,N,1,8,N,7.3,7.2,7.2,,761.3,0,0,0,0,0,0.23,0,13.9,42,1.2,12.6,8.15,0.0764,0.03,703,1,100,30,245.64
YMCA,2014-10-22 06:00,7.6,7.6,7.3,80,4.3,2,NNE,1,8,NNE,7.6,7.4,7.4,,761.4,0,0,0,0,0,0.225,0,14.1,43,1.7,12.8,8.3,0.0764,0.03,702,1,100,30,245.183
YMCA,2014-10-22 06:30,7.8,7.8,7.5,78,4.2,2,NNE,1,8,N,7.8,7.6,7.6,,761.6,0,0,0,0,0,0.22,0,14.3,43,1.9,13,8.31,0.0763,0,700,1,100,30,246.081
YMCA,2014-10-22 07:00,7.2,7.8,7.2,80,3.9,1,NNE,0.5,7,NNE,7.2,7.1,7.1,,761.9,0,0,1,0.04,5,0.233,0,14.4,43,2,13.1,8.31,0.0763,0,702,1,100,30,246.345
YMCA,2014-10-22 07:30,6.9,7.2,6.9,81,3.9,1,NNE,0.5,6,WNW,6.9,6.8,6.8,,762.5,0,0,11,0.47,28,0.237,0,14.4,43,2,13.1,8.31,0.0764,0,702,1,100,30,246.366
YMCA,2014-10-22 08:00,6.9,6.9,6.8,83,4.2,0,N,0,4,NW,6.9,6.8,6.8,,762.5,0,0,54,2.32,70,0.238,0,14.5,43,2.1,13.2,8.31,0.0764,0,703,1,100,30,245.223
YMCA,2014-10-22 08:30,7.6,7.6,6.9,83,4.9,0,NNW,0,2,N,7.6,7.5,7.5,,762.7,0,0,108,4.64,135,0.225,0,15.1,43,2.6,13.7,8.33,0.0762,0.03,702,1,100,30,244.431
YMCA,2014-10-22 09:00,8.7,8.7,7.6,81,5.6,1,NNE,0.5,7,E,8.7,8.7,8.7,,762.7,0,0,160,6.88,216,0.2,0,16.4,43,3.8,15,8.32,0.0758,0.05,703,1,100,30,244.478
YMCA,2014-10-22 09:30,9.9,9.9,8.7,77,6.1,2,NNE,1,9,ENE,9.9,9.9,9.9,,762.8,0,0,263,11.31,311,0.175,0,17.9,43,5.1,16.6,8.27,0.0754,0,702,1,100,30,244.814
YMCA,2014-10-22 10:00,10.6,10.6,9.9,74,6.1,2,NNE,1,10,ENE,10.6,10.4,10.4,,762.7,0,0,300,12.9,362,0.162,0,19.8,41,6.1,18.5,7.95,0.0748,0,703,1,100,30,245.73
YMCA,2014-10-22 10:30,11.4,11.4,10.6,71,6.4,2,NNE,1,9,N,11.4,11.1,11.1,,762.5,0,0,383,16.47,404,0.144,0,21.4,40,7.3,20.1,7.74,0.0743,0.13,701,1,100,30,245.411
YMCA,2014-10-22 11:00,11.9,11.9,11.4,70,6.6,3,NNE,1.5,11,ENE,11.9,11.6,11.6,,762.6,0,0,424,18.23,457,0.133,0,23,39,8.3,22.3,7.58,0.0739,0,703,1,100,30,245.601
YMCA,2014-10-22 11:30,12.8,12.8,11.9,66,6.6,3,NE,1.5,11,N,12.8,12.2,12.2,,762.3,0,0,486,20.9,603,0.116,0,24.6,37,8.9,24,7.23,0.0735,0.2,702,1,100,30,243.569
YMCA,2014-10-22 12:00,12.3,12.8,12.3,68,6.5,3,NNE,1.5,10,NNE,12.3,11.8,11.8,,762.2,0,0,367,15.78,626,0.126,0,25.3,36,9.1,24.7,7,0.0732,0,703,1,100,30,245.905
YMCA,2014-10-22 12:30,12.3,12.7,12.2,68,6.6,3,NNE,1.5,11,NE,12.3,11.9,11.9,,762.1,0,0,314,13.5,601,0.125,0,25.1,35,8.5,24.5,6.91,0.0733,0.23,700,1,100,30,245.946
YMCA,2014-10-22 13:00,12.6,12.6,12.2,66,6.4,3,NNE,1.5,9,ENE,12.6,12,12,,762.1,0,0,211,9.07,301,0.12,0,24.4,35,8,23.8,6.93,0.0735,0.15,703,1,100,30,245.8
YMCA,2014-10-22 13:30,12.3,12.5,12.3,68,6.5,2,NNE,1,8,N,12.3,11.8,11.8,,762.3,0,0,135,5.81,174,0.126,0,23.5,36,7.6,22.8,7.08,0.0738,0,702,1,100,30,245.917
YMCA,2014-10-22 14:00,12.2,12.3,12.2,69,6.7,2,NNE,1,8,ENE,12.2,11.8,11.8,,762.2,0,0,111,4.77,123,0.127,0,22.6,36,6.8,21.6,7.14,0.074,0.08,702,1,100,30,244.508
YMCA,2014-10-22 14:30,12.1,12.2,12.1,70,6.8,1,NNE,0.5,7,E,12.1,11.7,11.7,,762.2,0,0,90,3.87,100,0.13,0,21.8,37,6.5,20.4,7.32,0.0742,0,699,1,100,30,244.782
YMCA,2014-10-22 15:00,11.9,12.1,11.9,71,6.8,1,NNE,0.5,8,NW,11.9,11.6,11.6,,762,0,0,65,2.8,70,0.133,0,21.3,37,6,19.7,7.34,0.0744,0,702,1,100,30,243.738
YMCA,2014-10-22 15:30,11.7,11.9,11.7,72,6.8,1,N,0.5,4,NNE,11.7,11.3,11.3,,761.9,0,0,38,1.63,46,0.139,0,20.8,38,5.9,19.3,7.55,0.0745,0.05,702,1,100,30,243.46
YMCA,2014-10-22 16:00,11.7,11.7,11.7,73,7,0,NNW,0,4,NNW,11.7,11.4,11.4,,761.8,0,0,42,1.81,51,0.138,0,20.4,38,5.6,19,7.55,0.0746,0.03,702,1,100,30,244.86
YMCA,2014-10-22 16:30,11.7,11.7,11.7,74,7.2,0,NNW,0,2,NW,11.7,11.4,11.4,,761.6,0,0,20,0.86,35,0.139,0,20.1,39,5.7,18.7,7.69,0.0747,0,702,1,100,30,243.831
YMCA,2014-10-22 17:00,11.4,11.7,11.4,76,7.4,0,NW,0,2,NW,11.4,11.2,11.2,,761.7,0,0,10,0.43,16,0.144,0,19.8,39,5.5,18.4,7.7,0.0748,0,702,1,100,30,243.656
YMCA,2014-10-22 17:30,11.1,11.4,11.1,77,7.2,0,N,0,3,N,11.1,10.9,10.9,,761.7,0,0,0,0,0,0.15,0,19.7,40,5.7,18.3,7.8,0.0748,0,703,1,100,30,243.203
YMCA,2014-10-22 18:00,11.3,11.3,11.1,77,7.4,0,NNW,0,3,WNW,11.3,11.1,11.1,,761.8,0,0,0,0,0,0.147,0,19.4,40,5.4,18,7.81,0.0749,0,702,1,100,30,242.514
YMCA,2014-10-22 18:30,11.2,11.3,11.2,78,7.5,0,WNW,0,4,NW,11.2,11.1,11.1,,761.7,0,0,0,0,0,0.148,0,19.2,40,5.3,17.8,7.82,0.0749,0,703,1,100,30,244.951
YMCA,2014-10-22 19:00,11.2,11.2,11.1,79,7.7,0,NW,0,5,NNW,11.2,11,11,,761.7,0,0,0,0,0,0.149,0,19.1,41,5.5,17.7,7.95,0.0749,0.03,702,1,100,30,245.227
YMCA,2014-10-22 19:30,11.1,11.2,11.1,80,7.7,0,NW,0,4,NNW,11.1,10.9,10.9,,761.6,0,0,0,0,0,0.152,0,19.1,41,5.5,17.7,7.95,0.0749,0,697,1,100,30,245.8
YMCA,2014-10-22 20:00,10.9,11.1,10.9,80,7.6,1,NNW,0.5,5,NNW,10.9,10.8,10.8,,761.6,0,0,0,0,0,0.154,0,19,41,5.4,17.6,7.95,0.075,0.03,702,1,100,30,244.268
YMCA,2014-10-22 20:30,10.6,10.9,10.6,83,7.8,0,NNW,0,4,NNE,10.6,10.6,10.6,,761.6,0,0,0,0,0,0.162,0,18.8,41,5.3,17.4,7.95,0.075,0,701,1,100,30,244.976
YMCA,2014-10-22 21:00,10.3,10.6,10.3,85,7.9,0,N,0,3,N,10.3,10.3,10.3,,761.5,0,0,0,0,0,0.167,0,18.6,42,5.4,17.2,8.14,0.0751,0.03,703,1,100,30,244.952
YMCA,2014-10-22 21:30,10.6,10.6,10.3,85,8.1,0,NNW,0,5,NNW,10.6,10.6,10.6,,761.4,0,0,0,0,0,0.162,0,18.3,42,5.2,17,8.15,0.0751,0,702,1,100,30,246.376
YMCA,2014-10-22 22:00,10.6,10.7,10.6,85,8.1,0,NNW,0,3,NNW,10.6,10.6,10.6,,761.3,0,0,0,0,0,0.162,0,18.4,43,5.6,17.2,8.25,0.0751,0,703,1,100,30,247.654
YMCA,2014-10-22 22:30,10.2,10.6,10.2,86,7.9,0,NNW,0,3,NNW,10.2,10.2,10.2,,761.2,0,0,0,0,0,0.17,0,18.3,43,5.5,16.9,8.25,0.0751,0,702,1,100,30,246.708
YMCA,2014-10-22 23:00,10.3,10.3,10.1,86,8.1,0,NW,0,4,NNW,10.3,10.4,10.4,,761.2,0,0,0,0,0,0.167,0,18.1,43,5.3,16.7,8.26,0.0752,0,703,1,100,30,245.833
YMCA,2014-10-22 23:30,10.5,10.6,10.3,85,8.1,1,NW,0.5,5,N,10.5,10.5,10.5,,761.2,0,0,0,0,0,0.163,0,18.1,43,5.3,16.7,8.26,0.0752,0,702,1,100,30,246.846
YMCA,2014-10-23 00:00,10.6,10.7,10.6,85,8.2,0,N,0,5,NNW,10.6,10.6,10.6,,761.2,0,0,0,0,0,0.161,0,18.2,44,5.7,16.9,8.36,0.0751,0,703,1,100,30,246.883
YMCA,2014-10-23 00:30,10.8,10.8,10.6,83,8,0,NNW,0,4,NNW,10.8,10.7,10.7,,761.1,0,0,0,0,0,0.157,0,18.3,44,5.8,17,8.35,0.0751,0,700,1,100,30,246.572
YMCA,2014-10-23 01:00,10.6,10.8,10.6,84,8,0,NW,0,3,NW,10.6,10.6,10.6,,761.1,0,0,0,0,0,0.162,0,18.3,44,5.8,17,8.35,0.0751,0,703,1,100,30,247.498
YMCA,2014-10-23 01:30,10.7,10.7,10.6,84,8.1,0,NW,0,4,NW,10.7,10.7,10.7,,760.9,0,0,0,0,0,0.16,0,18.3,44,5.9,17.1,8.35,0.075,0,701,1,100,30,247.407
YMCA,2014-10-23 02:00,10.8,10.8,10.7,83,8,0,NW,0,6,N,10.8,10.7,10.7,,760.9,0,0,0,0,0,0.157,0,18.4,44,6,17.2,8.35,0.075,0,703,1,100,30,247.548
YMCA,2014-10-23 02:30,10.7,10.8,10.7,82,7.8,0,NW,0,4,WNW,10.7,10.7,10.7,,760.6,0,0,0,0,0,0.159,0,18.4,44,6,17.2,8.35,0.075,0,702,1,100,30,247.614
YMCA,2014-10-23 03:00,10.8,10.8,10.7,82,7.9,0,WNW,0,4,NNW,10.8,10.8,10.8,,760.3,0,0,0,0,0,0.156,0,18.4,44,6,17.2,8.35,0.0749,0.03,702,1,100,30,247.296
YMCA,2014-10-23 03:30,10.8,10.9,10.8,81,7.7,1,NW,0.5,4,NW,10.8,10.8,10.8,,760.2,0,0,0,0,0,0.156,0,18.4,44,6,17.2,8.35,0.0749,0,703,1,100,30,248.023
YMCA,2014-10-23 04:00,11,11,10.8,81,7.9,1,NW,0.5,6,N,11,10.9,10.9,,760.2,0,0,0,0,0,0.153,0,18.4,44,6,17.2,8.35,0.0749,0,702,1,100,30,247.982
YMCA,2014-10-23 04:30,11.1,11.1,11,80,7.7,1,NW,0.5,4,NNW,11.1,10.9,10.9,,760.2,0,0,0,0,0,0.152,0,18.6,43,5.7,17.3,8.25,0.0749,0.03,703,1,100,30,246.789
YMCA,2014-10-23 05:00,11.1,11.1,11.1,81,7.9,1,NNW,0.5,5,NNW,11.1,10.9,10.9,,760.1,0,0,0,0,0,0.152,0,18.6,43,5.7,17.3,8.25,0.0749,0.03,702,1,100,30,245.535
YMCA,2014-10-23 05:30,11.2,11.2,11.1,79,7.7,1,NW,0.5,5,N,11.2,11,11,,760,0,0,0,0,0,0.149,0,18.6,43,5.8,17.3,8.25,0.0749,0,703,1,100,30,246.383
YMCA,2014-10-23 06:00,11.3,11.3,11.2,78,7.6,1,NW,0.5,9,N,11.3,11.1,11.1,,760,0,0,0,0,0,0.147,0,18.7,43,5.9,17.4,8.25,0.0748,0.03,702,1,100,30,245.185
YMCA,2014-10-23 06:30,11.7,11.7,11.3,75,7.4,2,N,1,8,NE,11.7,11.4,11.4,,759.9,0,0,0,0,0,0.138,0,18.7,43,5.9,17.4,8.25,0.0748,0,702,1,100,30,243.798
YMCA,2014-10-23 07:00,11.5,11.7,11.5,77,7.6,1,NW,0.5,6,NNW,11.5,11.3,11.3,,759.9,0,0,0,0,0,0.142,0,18.8,43,6,17.6,8.25,0.0748,0,702,1,100,30,245.305
YMCA,2014-10-23 07:30,11.8,11.8,11.5,77,7.9,1,NW,0.5,5,NNW,11.8,11.6,11.6,,759.9,0,0,20,0.86,40,0.135,0,18.9,43,6,17.6,8.25,0.0748,0,698,1,100,30,244.611
YMCA,2014-10-23 08:00,11.7,11.9,11.7,79,8.1,1,W,0.5,6,WSW,11.7,11.5,11.5,,759.8,0,0,43,1.85,53,0.139,0,19.1,43,6.2,17.9,8.25,0.0747,0.03,702,1,100,30,244.302
YMCA,2014-10-23 08:30,11.7,11.7,11.5,80,8.4,1,W,0.5,5,WSW,11.7,11.6,11.6,,759.7,0,0,47,2.02,67,0.138,0,19.3,43,6.4,18.1,8.25,0.0747,0,701,1,100,30,244.511
YMCA,2014-10-23 09:00,12.3,12.3,11.7,79,8.8,1,W,0.5,5,SW,12.3,12.2,12.2,,759.6,0,0,114,4.9,151,0.125,0,19.6,43,6.6,18.4,8.25,0.0746,0,703,1,100,30,244.856
YMCA,2014-10-23 09:30,12.5,12.5,12.3,80,9.1,1,WSW,0.5,6,SW,12.5,12.3,12.3,,759.6,0,0,93,4,121,0.122,0,20.1,43,7.1,18.9,8.25,0.0744,0.05,701,1,100,30,244.259
YMCA,2014-10-23 10:00,13.2,13.2,12.5,80,9.8,1,WSW,0.5,6,W,13.2,13.1,13.1,,759.6,0,0,119,5.12,144,0.106,0,20.5,43,7.5,19.3,8.25,0.0743,0.05,703,1,100,30,244.41
YMCA,2014-10-23 10:30,13.9,13.9,13.2,79,10.4,1,WNW,0.5,7,NNW,13.9,13.8,13.8,,759.4,0,0,143,6.15,163,0.091,0,21.2,42,7.7,19.8,8.05,0.0741,0,702,1,100,30,245.271
YMCA,2014-10-23 11:00,14.4,14.4,13.9,79,10.8,2,W,1,8,N,14.4,14.3,14.3,,759.3,0,0,183,7.87,227,0.081,0,21.8,42,8.3,20.6,8.03,0.0739,0.1,703,1,100,30,245.192
YMCA,2014-10-23 11:30,14.6,14.7,14.4,79,11,2,W,1,9,NNW,14.6,14.4,14.4,,759.2,0,0,189,8.13,230,0.078,0,22.6,42,9,21.8,8,0.0736,0,701,2,100,30,245.117
YMCA,2014-10-23 12:00,14.6,14.6,14.6,81,11.4,2,NW,1,11,NNE,14.6,14.5,14.5,,758.9,0,0,159,6.84,211,0.078,0,22.9,42,9.3,22.4,7.98,0.0735,0.1,703,2,100,30,245.273
YMCA,2014-10-23 12:30,14.4,14.7,14.4,82,11.4,1,NW,0.5,11,NNE,14.4,14.3,14.3,,758.8,0,0,82,3.53,158,0.081,0,23.1,42,9.5,22.6,7.98,0.0734,0,702,1,100,30,244.493
YMCA,2014-10-23 13:00,14.7,14.7,14.3,83,11.8,2,W,1,8,NNW,14.7,14.6,14.6,,758.5,0,0,156,6.71,200,0.076,0,23,42,9.4,22.4,7.98,0.0734,0,703,1,100,30,244.626
YMCA,2014-10-23 13:30,15.1,15.1,14.7,81,11.8,2,WNW,1,11,N,15.1,14.9,14.9,,758.4,0,0,178,7.65,204,0.068,0,23.4,42,9.8,23.1,7.97,0.0733,0.08,702,1,100,30,243.393
YMCA,2014-10-23 14:00,14.9,15.1,14.9,84,12.3,2,W,1,7,NNW,14.9,14.9,14.9,,758.3,0,0,152,6.54,183,0.071,0,23.7,42,10,23.3,7.96,0.0732,0,703,1,100,30,243.54
YMCA,2014-10-23 14:30,14.7,15,14.7,85,12.2,1,W,0.5,7,WSW,14.7,14.6,14.6,,758.2,0,0,74,3.18,128,0.076,0,23.6,42,9.9,23.2,7.96,0.0732,0.1,702,1,100,30,243.541
YMCA,2014-10-23 15:00,14.3,14.7,14.3,87,12.2,2,W,1,7,N,14.3,14.3,14.3,,758.1,0,0,38,1.63,65,0.083,0,23.1,43,9.8,22.6,8.11,0.0733,0.03,702,1,100,30,243.716
YMCA,2014-10-23 15:30,14.1,14.3,14.1,89,12.3,1,W,0.5,6,SW,14.1,14.2,14.2,,757.9,0,0,47,2.02,76,0.088,0,22.7,43,9.5,22.1,8.13,0.0734,0,703,1,100,30,245.043
YMCA,2014-10-23 16:00,14.1,14.1,14.1,90,12.4,1,W,0.5,6,N,14.1,14.1,14.1,,757.8,0,0,13,0.56,26,0.089,0,22.3,44,9.5,21.6,8.31,0.0735,0.03,702,1,100,30,244.868
YMCA,2014-10-23 16:30,14,14.1,14,91,12.6,1,WNW,0.5,6,W,14,14.1,14.1,,757.6,0,0,8,0.34,11,0.09,0,22.1,45,9.6,21.2,8.45,0.0736,0,703,1,100,30,243.618
YMCA,2014-10-23 17:00,13.8,14,13.8,92,12.6,1,WNW,0.5,6,WSW,13.8,13.9,13.9,,757.6,0,0,1,0.04,5,0.094,0,21.8,45,9.3,20.8,8.45,0.0737,0,702,1,100,30,242.351
YMCA,2014-10-23 17:30,13.7,13.8,13.7,93,12.6,1,WNW,0.5,5,WSW,13.7,13.8,13.8,,757.6,0,0,0,0,0,0.096,0,21.4,46,9.3,20.4,8.64,0.0737,0,703,1,100,30,243.157
YMCA,2014-10-23 18:00,13.8,13.8,13.7,93,12.7,0,W,0,5,NW,13.8,13.9,13.9,,757.6,0,0,0,0,0,0.095,0,21.4,46,9.3,20.3,8.64,0.0738,0,702,1,100,30,242.296
YMCA,2014-10-23 18:30,13.9,13.9,13.8,93,12.8,1,W,0.5,4,NNE,13.9,14,14,,757.7,0,0,0,0,0,0.093,0,21.3,47,9.5,20.2,8.75,0.0738,0,703,1,100,30,243.74
YMCA,2014-10-23 19:00,13.8,13.9,13.8,94,12.9,0,WNW,0,4,WSW,13.8,13.9,13.9,,757.6,0,0,0,0,0,0.094,0,21.2,47,9.4,20.1,8.75,0.0738,0,702,1,100,30,244.522
YMCA,2014-10-23 19:30,13.9,13.9,13.8,95,13.1,1,SW,0.5,4,SW,13.9,14,14,,757.5,0,0,0,0,0,0.093,0,21.2,48,9.7,20.1,8.85,0.0738,0,703,1,100,30,243.836
YMCA,2014-10-23 20:00,13.9,13.9,13.9,94,12.9,1,WSW,0.5,4,NW,13.9,14,14,,757.4,0,0,0,0,0,0.093,0,21.2,48,9.7,20.1,8.85,0.0738,0,702,1,100,30,245.206
YMCA,2014-10-23 20:30,14,14,13.9,94,13,1,W,0.5,6,WSW,14,14.1,14.1,,757.4,0,0,0,0,0,0.09,0,21.2,48,9.7,20.1,8.85,0.0738,0,703,1,100,30,246.049
YMCA,2014-10-23 21:00,14,14.1,13.9,94,13,1,WSW,0.5,4,SW,14,14.1,14.1,,757.4,0,0,0,0,0,0.09,0,21.2,49,10,20.2,9.05,0.0737,0,702,1,100,30,246.579
YMCA,2014-10-23 21:30,13.9,14.1,13.9,93,12.8,1,WNW,0.5,6,W,13.9,14.1,14.1,,757.1,0,0,0,0,0,0.091,0,21.3,49,10.1,20.3,9.05,0.0737,0,702,1,100,30,247.114
YMCA,2014-10-23 22:00,13.9,13.9,13.9,93,12.8,1,NW,0.5,4,WNW,13.9,14,14,,757,0,0,0,0,0,0.093,0,21.3,49,10.1,20.3,9.05,0.0737,0,703,1,100,30,247.194
YMCA,2014-10-23 22:30,13.9,13.9,13.8,93,12.8,0,WSW,0,5,WSW,13.9,14.1,14.1,,756.9,0,0,0,0,0,0.091,0,21.3,49,10.1,20.3,9.05,0.0737,0,701,1,100,30,247.705
YMCA,2014-10-23 23:00,14.1,14.1,13.9,94,13.1,1,WSW,0.5,6,SW,14.1,14.2,14.2,,756.8,0,0,0,0,0,0.089,0,21.3,49,10.1,20.3,9.05,0.0736,0,703,1,100,30,248.11
YMCA,2014-10-23 23:30,14.2,14.2,14.1,93,13.1,1,W,0.5,6,NW,14.2,14.3,14.3,,756.6,0,0,0,0,0,0.087,0,21.3,49,10.1,20.3,9.05,0.0736,0,702,1,100,30,247.431
YMCA,2014-10-24 00:00,14.3,14.3,14.2,93,13.2,1,WSW,0.5,9,W,14.3,14.4,14.4,,756.5,0,0,0,0,0,0.084,0,21.3,49,10.1,20.3,9.05,0.0736,0,703,1,100,30,247.367
YMCA,2014-10-24 00:30,14.2,14.3,14.2,94,13.2,1,W,0.5,7,SW,14.2,14.3,14.3,,756.4,0,0,0,0,0,0.087,0,21.3,49,10.1,20.3,9.05,0.0736,0,699,1,100,30,247.894
YMCA,2014-10-24 01:00,14.1,14.2,14.1,95,13.3,0,NW,0,4,SW,14.1,14.2,14.2,,756.4,0,0,0,0,0,0.088,0,21.3,50,10.4,20.4,9.25,0.0736,0,703,1,100,30,247.913
YMCA,2014-10-24 01:30,14,14.2,14,95,13.2,1,NW,0.5,7,NW,14,14.1,14.1,,756.2,0,0,0,0,0,0.09,0,21.4,50,10.5,20.5,9.25,0.0735,0,702,1,100,30,248.102
YMCA,2014-10-24 02:00,13.9,14.1,13.9,95,13.2,1,NNW,0.5,6,N,13.9,14.1,14.1,,756.1,0,0,0,0,0,0.091,0,21.3,50,10.4,20.4,9.25,0.0736,0,703,1,100,30,248.544
YMCA,2014-10-24 02:30,13.8,13.9,13.8,95,13,0,NW,0,4,NNW,13.8,13.9,13.9,,755.9,0,0,0,0,0,0.095,0,21.3,50,10.4,20.4,9.25,0.0735,0,702,1,100,30,249.038
YMCA,2014-10-24 03:00,13.7,13.8,13.7,95,12.9,0,WNW,0,4,WNW,13.7,13.8,13.8,,755.8,0,0,0,0,0,0.097,0,21.3,50,10.4,20.4,9.25,0.0735,0,703,1,100,30,249.07
YMCA,2014-10-24 03:30,13.7,13.7,13.7,95,12.9,0,W,0,3,NW,13.7,13.8,13.8,,755.7,0,0,0,0,0,0.097,0,21.2,50,10.3,20.2,9.25,0.0736,0,702,1,100,30,249.236
YMCA,2014-10-24 04:00,13.5,13.7,13.5,95,12.7,0,WNW,0,2,W,13.5,13.6,13.6,,755.5,0,0,0,0,0,0.101,0,21.1,50,10.3,20.2,9.25,0.0736,0,703,1,100,30,248.753
YMCA,2014-10-24 04:30,13.4,13.5,13.4,96,12.8,0,WNW,0,1,WNW,13.4,13.5,13.5,,755.4,0,0,0,0,0,0.103,0,21,50,10.2,20.1,9.25,0.0736,0,702,1,100,30,248.407
YMCA,2014-10-24 05:00,13.3,13.4,13.3,96,12.7,0,WSW,0,3,WSW,13.3,13.4,13.4,,755.5,0,0,0,0,0,0.104,0,21,50,10.2,20.1,9.25,0.0736,0,702,1,100,30,248.162
YMCA,2014-10-24 05:30,13.3,13.4,13.3,96,12.7,0,WNW,0,3,WNW,13.3,13.4,13.4,,755.4,0,0,0,0,0,0.104,0,20.9,50,10.1,20,9.26,0.0736,0,703,1,100,30,247.598
YMCA,2014-10-24 06:00,13.3,13.3,13.3,96,12.7,0,WNW,0,2,WNW,13.3,13.4,13.4,,755.3,0,0,0,0,0,0.104,0,20.9,51,10.4,20.1,9.46,0.0736,0,702,1,100,30,246.465
YMCA,2014-10-24 06:30,13.3,13.3,13.3,96,12.7,1,WSW,0.5,4,SW,13.3,13.4,13.4,,755.3,0,0,0,0,0,0.104,0,20.8,51,10.3,20,9.46,0.0736,0,703,1,100,30,246.88
YMCA,2014-10-24 07:00,13.3,13.4,13.3,96,12.7,1,WSW,0.5,4,WSW,13.3,13.4,13.4,,755.3,0,0,0,0,0,0.104,0,20.8,51,10.3,20,9.46,0.0736,0,702,1,100,30,245.925
YMCA,2014-10-24 07:30,13.4,13.5,13.4,96,12.8,0,WSW,0,4,W,13.4,13.6,13.6,,755.5,0,0,7,0.3,11,0.102,0,20.8,51,10.3,20,9.46,0.0736,0,703,1,100,30,244.972
YMCA,2014-10-24 08:00,13.6,13.6,13.4,96,13,1,WSW,0.5,6,SW,13.6,13.7,13.7,,755.5,0,0,15,0.65,19,0.098,0,20.8,51,10.3,20,9.46,0.0736,0,702,1,100,30,244.105
YMCA,2014-10-24 08:30,13.7,13.7,13.6,96,13.1,1,WSW,0.5,5,SW,13.7,13.8,13.8,,755.6,0,0,29,1.25,63,0.096,0,20.9,51,10.4,20.1,9.46,0.0736,0,703,1,100,30,244.11
YMCA,2014-10-24 09:00,13.9,13.9,13.7,96,13.3,1,WSW,0.5,4,WSW,13.9,14.1,14.1,,755.5,0,0,52,2.24,77,0.091,0,21.1,51,10.6,20.2,9.45,0.0735,0.03,702,1,100,30,244.43
YMCA,2014-10-24 09:30,14.3,14.3,13.9,96,13.7,1,WSW,0.5,5,WSW,14.3,14.5,14.5,,755.5,0,0,91,3.91,137,0.083,0,21.4,51,10.8,20.6,9.44,0.0735,0,703,1,100,30,243.792
YMCA,2014-10-24 10:00,14.7,14.7,14.3,95,13.9,0,WSW,0,4,WSW,14.7,14.8,14.8,,755.5,0,0,101,4.34,135,0.076,0,22.1,51,11.4,21.5,9.42,0.0732,0.05,702,1,100,30,243.782
YMCA,2014-10-24 10:30,14.9,14.9,14.6,95,14.2,1,WSW,0.5,5,WSW,14.9,15.2,15.2,,755.4,0,0,109,4.69,155,0.071,0,22.7,50,11.8,22.4,9.25,0.0731,0,702,1,100,30,245.065
YMCA,2014-10-24 11:00,15.2,15.2,14.9,94,14.2,0,WSW,0,3,W,15.2,15.4,15.4,,755.3,0,0,77,3.31,120,0.066,0,23.2,50,12.2,23.1,9.25,0.0729,0.05,703,1,100,30,244.91
YMCA,2014-10-24 11:30,15.7,15.7,15.1,94,14.7,0,W,0,3,WSW,15.7,15.9,15.9,,755.1,0,0,141,6.06,243,0.056,0,23.5,50,12.5,23.4,9.25,0.0728,0,702,1,100,30,244.266
YMCA,2014-10-24 12:00,15.9,16.2,15.7,90,14.3,1,W,0.5,6,NW,15.9,16.2,16.2,,754.8,0,0,130,5.59,485,0.05,0,24.4,49,13,24.4,9.03,0.0725,0.08,703,1,100,30,245.739
YMCA,2014-10-24 12:30,15.9,15.9,15.8,91,14.5,1,WSW,0.5,6,W,15.9,16.2,16.2,,754.6,0,0,117,5.03,192,0.05,0,24.6,49,13.1,24.5,9.03,0.0724,0,702,1,100,30,245.1
YMCA,2014-10-24 13:00,16.4,16.4,15.9,89,14.6,1,WSW,0.5,6,WSW,16.4,16.6,16.6,,754.2,0,0,174,7.48,255,0.041,0,24.8,49,13.4,24.7,9.02,0.0723,0.08,703,1,100,30,245.167
YMCA,2014-10-24 13:30,16.1,16.4,16.1,91,14.6,1,WSW,0.5,5,WSW,16.1,16.3,16.3,,754.1,0,0,68,2.92,100,0.046,0,24.9,48,13.2,24.8,8.91,0.0723,0,700,1,100,30,244.593
YMCA,2014-10-24 14:00,15.6,16.1,15.6,94,14.6,0,WSW,0,5,WNW,15.6,15.8,15.8,,754,0,0,51,2.19,105,0.058,0,24.6,49,13.1,24.5,9.03,0.0724,0.03,703,1,100,30,245.327
YMCA,2014-10-24 14:30,15.3,15.6,15.3,95,14.5,0,W,0,3,NNW,15.3,15.6,15.6,,753.8,0,0,60,2.58,74,0.063,0,24.1,49,12.7,24.1,9.04,0.0725,0,697,1,100,30,245.221
YMCA,2014-10-24 15:00,15.3,15.3,15.3,95,14.5,1,WSW,0.5,4,WSW,15.3,15.6,15.6,,753.6,0,0,55,2.37,72,0.063,0,23.8,49,12.5,23.8,9.05,0.0726,0.03,703,1,100,30,245.204
